class,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
pause,0.6744042634963989,0.8013214468955994,0.6110842823982239,0.748711347579956,0.560936450958252,0.6530340909957886,0.5211396813392639,0.5800236463546753,0.4848300814628601,0.5330731868743896,0.6200075149536133,0.49588897824287415,0.6053205132484436,0.38325223326683044,0.5981879830360413,0.31365063786506653,0.5941663980484009,0.2540702223777771,0.6591811180114746,0.48478955030441284,0.6559615731239319,0.35418277978897095,0.6538477540016174,0.27364853024482727,0.6520335078239441,0.2083340585231781,0.6961503028869629,0.5016224384307861,0.7070419192314148,0.37701359391212463,0.7103310823440552,0.29936835169792175,0.7105637788772583,0.2299140989780426,0.7307529449462891,0.5410021543502808,0.7588714361190796,0.4598735570907593,0.7760371565818787,0.40174296498298645,0.7895513772964478,0.3444216847419739
pause,0.6251412630081177,0.7768758535385132,0.5650720596313477,0.7286439538002014,0.514258623123169,0.6350711584091187,0.47593238949775696,0.5667079091072083,0.4429831802845001,0.5272161960601807,0.571369469165802,0.4735710024833679,0.5564245581626892,0.36034947633743286,0.5486451983451843,0.2902771532535553,0.5440186858177185,0.2312316596508026,0.6105048060417175,0.4626767039299011,0.6094738245010376,0.3317490220069885,0.6082931756973267,0.25039511919021606,0.607394278049469,0.18411272764205933,0.6476240158081055,0.4785199761390686,0.6590397953987122,0.35205137729644775,0.6629470586776733,0.27373427152633667,0.6646135449409485,0.20354405045509338,0.6815670728683472,0.516951322555542,0.7108948230743408,0.4342203438282013,0.7297118306159973,0.37571853399276733,0.7454723119735718,0.31923985481262207
pause,0.5517216920852661,0.7173326015472412,0.4890846908092499,0.6843016743659973,0.4319828748703003,0.598585307598114,0.38734233379364014,0.5369597673416138,0.3483142852783203,0.5036897659301758,0.47993001341819763,0.4200845956802368,0.4596261978149414,0.3098495602607727,0.44820117950439453,0.23976539075374603,0.44034621119499207,0.18351027369499207,0.518044114112854,0.4017993211746216,0.5097062587738037,0.2700518071651459,0.505818247795105,0.18842962384223938,0.5033107995986938,0.1268506944179535,0.5561159253120422,0.41207772493362427,0.5587248802185059,0.28248703479766846,0.5589150786399841,0.2009645700454712,0.5582500100135803,0.13315808773040771,0.5932295322418213,0.44606906175613403,0.620880126953125,0.3580337166786194,0.6384211778640747,0.2962464988231659,0.6518253684043884,0.2399495244026184
pause,0.5494071245193481,0.7217979431152344,0.4842517375946045,0.6825752258300781,0.4248335063457489,0.5937150716781616,0.3768414258956909,0.5334662795066833,0.33738815784454346,0.504514753818512,0.47403329610824585,0.4122917354106903,0.45053309202194214,0.3002984821796417,0.4377167820930481,0.22944504022598267,0.42869457602500916,0.1681607961654663,0.5118398666381836,0.39261263608932495,0.502708911895752,0.2575913965702057,0.49780529737472534,0.17336389422416687,0.49361374974250793,0.10670295357704163,0.5498557090759277,0.40225550532341003,0.5535594820976257,0.2707439661026001,0.5529425144195557,0.18904566764831543,0.5501489043235779,0.11753877997398376,0.5870546102523804,0.4358444809913635,0.6157732605934143,0.3442513644695282,0.6342756748199463,0.27770861983299255,0.6486337780952454,0.21490269899368286
pause,0.5540462732315063,0.7373456954956055,0.4865155518054962,0.6988315582275391,0.4251876175403595,0.6093854904174805,0.3755260705947876,0.5459073185920715,0.3348994851112366,0.5112561583518982,0.4751299023628235,0.41975733637809753,0.4518159031867981,0.305428147315979,0.43739768862724304,0.23246237635612488,0.4272136390209198,0.16921919584274292,0.5140979290008545,0.3991449177265167,0.5027234554290771,0.2633640468120575,0.49590352177619934,0.17704027891159058,0.490035742521286,0.10718870162963867,0.5534476041793823,0.4086272716522217,0.5564967393875122,0.2766992449760437,0.555678129196167,0.19222396612167358,0.5521854758262634,0.11833193898200989,0.592025876045227,0.44240301847457886,0.6205173134803772,0.3515552878379822,0.639389157295227,0.28413182497024536,0.6542717814445496,0.2206394076347351
pause,0.5589786767959595,0.7443608045578003,0.4907650649547577,0.7041941285133362,0.4292544722557068,0.6138614416122437,0.38082683086395264,0.550969123840332,0.3394584059715271,0.5188117623329163,0.47761914134025574,0.42647433280944824,0.4543073773384094,0.31079959869384766,0.44056758284568787,0.23767820000648499,0.4306297302246094,0.17437556385993958,0.5170603394508362,0.40553298592567444,0.5051848888397217,0.26921653747558594,0.4986799359321594,0.18259572982788086,0.49288618564605713,0.11318767070770264,0.556896448135376,0.41519027948379517,0.5592464804649353,0.28083211183547974,0.5585785508155823,0.19629380106925964,0.5549883842468262,0.12222176790237427,0.5961767435073853,0.44969016313552856,0.6249396204948425,0.35715460777282715,0.6437345743179321,0.2888801097869873,0.6584570407867432,0.2242528349161148
pause,0.5618355870246887,0.73891681432724,0.49544471502304077,0.7000271081924438,0.4349469542503357,0.6115922927856445,0.38624945282936096,0.5499883890151978,0.34576505422592163,0.5189188122749329,0.4827243387699127,0.42599305510520935,0.45902562141418457,0.31245729327201843,0.4452010989189148,0.24088655412197113,0.435712069272995,0.1789039671421051,0.5217982530593872,0.40492740273475647,0.5103973150253296,0.2689480781555176,0.5037076473236084,0.18329310417175293,0.49765464663505554,0.11514756083488464,0.561352550983429,0.41387927532196045,0.5644171237945557,0.28058844804763794,0.5634206533432007,0.19646844267845154,0.5595903992652893,0.12397560477256775,0.59999680519104,0.44741135835647583,0.629936695098877,0.3568509817123413,0.6491228342056274,0.28880348801612854,0.6642323136329651,0.2250470668077469
pause,0.5697262287139893,0.7348622679710388,0.501934289932251,0.6990149021148682,0.4406880736351013,0.6131345629692078,0.3915961682796478,0.5487375259399414,0.350213885307312,0.5156742334365845,0.48839789628982544,0.42548927664756775,0.46399784088134766,0.30895864963531494,0.4496740996837616,0.23581451177597046,0.43961599469184875,0.17270073294639587,0.5274764895439148,0.4041094481945038,0.514631986618042,0.26742982864379883,0.5075990557670593,0.18139207363128662,0.5017114877700806,0.11305376887321472,0.5673297047615051,0.41169747710227966,0.5688193440437317,0.278566837310791,0.5669621229171753,0.1944867968559265,0.562825620174408,0.12221187353134155,0.6070667505264282,0.4432562589645386,0.6367666721343994,0.3517381250858307,0.6562728881835938,0.28401803970336914,0.6718987822532654,0.22092995047569275
pause,0.5743767619132996,0.7312068343162537,0.5068883895874023,0.6960786581039429,0.4445846974849701,0.6087214946746826,0.3959270715713501,0.5434873104095459,0.3547961413860321,0.5102643370628357,0.49220776557922363,0.42054373025894165,0.46708372235298157,0.30391833186149597,0.4526115655899048,0.23202171921730042,0.441977858543396,0.16953441500663757,0.5315732955932617,0.3994527757167816,0.5181608200073242,0.26280444860458374,0.5104889273643494,0.17797234654426575,0.5034923553466797,0.11142590641975403,0.5716356039047241,0.4079338312149048,0.5731547474861145,0.27514052391052246,0.5709192752838135,0.19188600778579712,0.566003680229187,0.12036392092704773,0.6113641262054443,0.4409021735191345,0.6411368250846863,0.34874624013900757,0.660222053527832,0.28064435720443726,0.6750133633613586,0.2169564962387085
pause,0.5817129611968994,0.7330430746078491,0.5122962594032288,0.696810245513916,0.44937005639076233,0.6086522936820984,0.4021763205528259,0.5433706641197205,0.3611949682235718,0.5097973346710205,0.4974999725818634,0.4184190332889557,0.4729265570640564,0.30356746912002563,0.4588489830493927,0.23214025795459747,0.448592871427536,0.16963496804237366,0.5370706915855408,0.39616966247558594,0.5239155292510986,0.2598738670349121,0.517341673374176,0.1744253933429718,0.5115804076194763,0.10687103867530823,0.5776232481002808,0.4043727517127991,0.5784457921981812,0.27160897850990295,0.5769253373146057,0.18828469514846802,0.572717547416687,0.1164204478263855,0.6181060671806335,0.4371037483215332,0.647236704826355,0.3446900546550751,0.6665629148483276,0.27720439434051514,0.681727409362793,0.21401062607765198
